Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Ergänzung der «Arbeitsgruppe Koordination Istanbul-Konvention» mit zivilgesellschaftlich und staatlich Handelnden zur Erarbeitung von Lösungen für kognitiv 
oder körperlich beeinträchtigte Opfer von partnerschaftlicher, häuslicher oder sexualisierter Gewalt",Postulat,ef88566fae02428abe2b81ee9189e2eb,2023-04-05T00:00:00.000,Islam Alijaj,SP,Anna-Béatrice Schmaltz,Grüne,InBearbeitung,,
"Stellenausschreibungen mit der Voraussetzung eines abgeschlossenen Studiums, Ermöglichung von Sur-Dossier-Kriterien",Postulat,f7f50ce9755c4dd29126770a4edc5cbf,2023-04-05T00:00:00.000,Liv Mahrer,SP,Nadia Huberson,SP,InBearbeitung,,
Einrichtung eines Polizeipostens in der Nähe der neuen Post Affoltern,Postulat,af666b1540384b2aa02d3788a9a14a6a,2023-04-05T00:00:00.000,Benedikt Gerth,Die Mitte,Heidi Egger,SP,Abgeschlossen,Ablehnung,Ablehnung
Angebot eines bedürfnisorientierten Nachtnetzes in der Stadt unter der Woche,Postulat,faee6bed2a2c4ee8afca3df710e6d9f6,2023-04-12T00:00:00.000,Severin Meier,SP,Anna Graff,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Gewährleistung des Zugangs zu angemessenen Aus- und Weiterbildungen nach der regulären Schulzeit für alle in Zürich wohnhaften Menschen mit Behinderungen,Postulat,3013bcb8d92e4b3dbc01be0e7f54ea00,2023-04-19T00:00:00.000,Islam Alijaj,SP,Anna-Béatrice Schmaltz,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Schaffung einer Einheit für Impfungen als Teil der Fachstelle Pandemievorsorge,Postulat,40be98cd08c143fcbaa591b6dcdbf102,2023-04-19T00:00:00.000,Anna Graff,SP,Frank Rühli,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Rahmenkredit zur Unterstützung von Massnahmen für die barrierefreie Zugänglichkeit von Dienstleistungen und Veranstaltungen,Motion,bc00a79f474548e992932c629900b2a1,2023-04-19T00:00:00.000,Islam Alijaj,SP,Anna-Béatrice Schmaltz,Grüne,InBearbeitung,,
"Einführung von Aktivitäten zu politischer Bildung für Menschen, die unter Beistandschaft stehen",Postulat,5354312a01ab4730b70d06e944a83882,2023-04-19T00:00:00.000,Islam Alijaj,SP,Yasmine Bourgeois,FDP,InBearbeitung,,
Gewährleistung eines attraktiven Weiterbildungsangebots für städtische Angestellte zur Inklusion durch Menschen mit Behinderungen,Postulat,721d77ac06e94422896cfeb66986202b,2023-04-19T00:00:00.000,Islam Alijaj,SP,Karin Weyermann,Die Mitte,InBearbeitung,,
"Polizeieinsatz am 1. Mai 2023, Film- und Fotoaufnahmen der Personen auf dem Festareal, Beurteilung der Rechtmässigkeit und Verhältnismässigkeit, Verwendung der Aufnahmen sowie Angaben zu den Personenkontrollen",Schriftliche Anfrage,c53b4768dfcb4e0d8e4db78179c26e3a,2023-05-10T00:00:00.000,Moritz Bögli,AL,Tiba Ponnuthurai,SP,Abgeschlossen,,
"Events auf dem Friedhof Sihlfeld, geplante Aktivitäten und Anlässe, Kriterien für die Durchführung, Beurteilung dieser Events vor dem Hintergrund der denkmalgeschützten Nutzung und der Freihaltezone sowie Budget und Ausgaben für die Events auf allen Friedhöfen der Stadt",Schriftliche Anfrage,1895bceb39a04287a35f0805caf3cbfc,2023-05-24T00:00:00.000,Flurin Capaul,FDP,Niyazi Erdem,SP,Abgeschlossen,,
"Erhalt der Tennisinfrastruktur beim Neubau des Sportzentrums Oerlikon, Gründe für die Streichung der Tennisplätze am Riedgraben, Möglichkeiten für einen Erhalt der Plätze und Optionen für eine Bereitstellung an einem alternativen Standort sowie Strategie für wintertaugliche Tennisanlagen",Schriftliche Anfrage,3e6dc240c5544349a2c2cac28b683232,2023-05-24T00:00:00.000,Martin Götzl,SVP,Patrick Tscherrig,SP,Abgeschlossen,,
Entwicklung eines Grün- und Freiraumkonzepts im Verdichtungsgebiet Leimbach gemäss kommunalem Richtplan,Motion,fb231068996a4e778d5b8c7bcf2290e4,2023-05-24T00:00:00.000,Sibylle Kauer,Grüne,Marion Schmid,SP,InBearbeitung,,
"Ersatzbeschaffung für die Betriebsgruppenlösung «safely», Kosten für die Einführung und den Betrieb von «safely», stadtweite Standards, Notwendigkeit der Ersatzbeschaffung und Business Case für das Projekt und die Ersatzbeschaffung",Schriftliche Anfrage,ca99367bdd8b493085951c25d136d233,2023-05-31T00:00:00.000,Flurin Capaul,FDP,Barbara Wiesmann,SP,Abgeschlossen,,
"Energiezentrale im ehemaligen Unterwerk Selnau, Prüfung alternativer Standorte, ganzheitliches Konzept für die Energiewende und eine lebenswerte Stadt, Beurteilung der bestehenden Angebote im Unterwerk und möglicher Planungsstopp sowie Zusammenarbeit mit der IG Selnau bei der Prüfung von Alternativen",Interpellation,f41a3d10ac104cdebf23576427040b55,2023-05-31T00:00:00.000,Islam Alijaj,SP,Dominik Waser,Grüne,Abgeschlossen,,
"Arbeitsausfälle wegen psychischer Erkrankungen, Zahlen zur Situation in der städtischen Verwaltung, Massnahmen gegen die Stigmatisierung und für ein gutes Führungsklima, Kompetenzentwicklung der Führungspersonen und Interventionsmöglichkeiten sowie Massnahmen zur Integration psychisch erkrankter Personen in den Arbeitsprozess",Schriftliche Anfrage,27f190849dd340da8ca248e9eca875f3,2023-06-07T00:00:00.000,Tanja Maag Sturzenegger,AL,Judith Boppart,SP,Abgeschlossen,,
"Übergangslösung für den Recyclinghof Affoltern, Umsetzung eines quartierschonenden Verkehrskonzepts",Postulat,7f48a12d73134149b4deed1567bb8408,2023-06-07T00:00:00.000,Benedikt Gerth,Die Mitte,Heidi Egger,SP,InBearbeitung,,
Nutzung des leerstehenden Bunkers K85 am Hirschengraben für kulturelle Zwecke,Postulat,7c4884a2770243cdb7af82dadfcff1b0,2023-06-07T00:00:00.000,Severin Meier,SP,Sven Sobernheim,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Richtlinien zum Beteiligungsmanagement, Vorgaben zu den Anstellungsbedingungen, Berücksichtigung der Forderungen zur Gleichstellung und Inklusion sowie Massnahmen zur Verbesserung der Arbeitsbedingungen bei Unternehmungen mit städtischer Beteiligung",Schriftliche Anfrage,61abed9e598f42ab82c0837c22a6e6f9,2023-06-14T00:00:00.000,Pascal Lamprecht,SP,Matthias Renggli,SP,Abgeschlossen,,
"Wirtschaftsstandort Zürich, Strategie zur breiten Abstützung der Wirtschaft, wirtschaftliche Abhängigkeiten und systemrelevante Branchen, Klumpenrisiken betreffend Arbeitsplätze und Massnahmen für Kleinunternehmen, für gute Rahmenbedingungen und zur zielführenden Nutzung der Raumplanungsinstrumente",Schriftliche Anfrage,3082e3e15e3b4186b1032513c28cc471,2023-06-14T00:00:00.000,Matthias Renggli,SP,Pascal Lamprecht,SP,Abgeschlossen,,
"Anstieg Referenzzinssatz, betroffene Mietverträge in der Stadt, Entwicklung der jährlichen Wohnzuschüsse im Rahmen der wirtschaftlichen Sozialhilfe, Gründe für bekannte missbräuchliche Mietzinserhöhungen und Haltung zu einer periodischen Mietzinskontrolle sowie vom Bund erwartete Massnahmen zur Dämpfung der Mietzinserhöhungen",Schriftliche Anfrage,451989e3929245608209793f5d3e48c3,2023-06-21T00:00:00.000,Lisa Diggelmann,SP,Pascal Lamprecht,SP,Abgeschlossen,,
Unterstützung der Fossil Fuel Non-Proliferation Treaty Initiative,Postulat,162bbb4d153542c1b8c4632e9302bbe3,2023-06-21T00:00:00.000,Anna Graff,SP,Dominik Waser,Grüne,InBearbeitung,,
"Sportanlage Hardhof, Machbarkeitsstudie für die Erneuerung und Erweiterung des Garderobengebäudes",Postulat,f3ecee02fa9d43e0889c547328fd427c,2023-06-28T00:00:00.000,Lisa Diggelmann,SP,Anjushka Früh,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Bereitstellung von Echtzeitdaten durch ewz für die Nutzenden von intelligenten Messsystemen (Smart Meter),Postulat,79d3f6c4f10e4e48a02abd8b756bbca8,2023-06-28T00:00:00.000,Beat Oberholzer,GLP,Ursina Merkler,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Bericht zum Stand des Ausbaus der Elektrizitätsinfrastruktur im Jahr 2026,Postulat,ef35724a95744fe281b6fdbd42a9b869,2023-06-28T00:00:00.000,Ursina Merkler,SP,Beat Oberholzer,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Barrierefreiheit des öffentlichen Verkehrs, Stand der Umsetzung in Zürich, Zeitpläne für die Realisierung der noch nicht barrierefreien Haltestellen, Beurteilung der Ersatzmassnahmen des ZVV-Strategieberichts hinsichtlich Umsetzung des Behindertengleichstellungsgesetzes (BehiG) und mögliche zusätzliche Ersatzmassnahmen",Schriftliche Anfrage,a4b804fd2c5648699bbedd21de606b5c,2023-06-28T00:00:00.000,Anna Graff,SP,Islam Alijaj,SP,Abgeschlossen,,
Kampagne zur Prävention von Hautkrebs,Motion,51d696486c544868810cee904759dbd6,2023-06-28T00:00:00.000,Anna Graff,SP,Dominik Waser,Grüne,InBearbeitung,,
Angebot für eine kostenlose Infektionsprävention,Motion,2fee4d77d18f4f1bae9ba2ff99fced1f,2023-06-28T00:00:00.000,Anna Graff,SP,Yves Henz,Grüne,InBearbeitung,,
"Flughafen Zürich AG, Verzicht auf die Finanzierung von Parteien und Abstimmungskämpfen",Postulat,764727820c4a472d9ddeeaa42e989043,2023-06-28T00:00:00.000,Florian Utz,SP,Nicolas Cavalli,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Besetzung der ehemaligen Post am Wipkingerplatz, Kontakte für eine Neunutzung oder Kauf der Liegenschaft, grundsätzliche Optionen zur Übernahme von Postgebäuden im Rahmen der Immobilienstrategie der Post, Nutzungsmöglichkeiten für das Areal und Wirkungen des Grundbucheintrags sowie Berücksichtigung der Bedürfnisse des Quartiervereins und der Bevölkerung",Schriftliche Anfrage,ca7e42947af54cc6845d7836ad6a6491,2023-07-05T00:00:00.000,Moritz Bögli,AL,Lisa Diggelmann,SP,Abgeschlossen,,
"Unterstützung von unentgeltlichen öffentlichen Veranstaltungen, bei denen die Musik im Zentrum steht",Postulat,418db078fae949e99d6594037cd47596,2023-07-05T00:00:00.000,Matthias Renggli,SP,Severin Meier,SP,InBearbeitung,,
"Perimeter Utoquai zwischen Bellevue und Färberstrasse, Realisierung einer vom Strassenraum und dem Raum für zu Fuss Gehende abgesetzte Velospur",Postulat,b6cf7e0994364d3ebf99393e98faa32d,2023-07-05T00:00:00.000,Pascal Lamprecht,SP,Reis Luzhnica,SP,InBearbeitung,,
"alba Festival, Sicherstellung der künftigen Durchführung an einem geeigneten Standort in der Stadt",Postulat,056b18b6ba374382943a6d0d027e5b3b,2023-07-12T00:00:00.000,Përparim Avdili,FDP,Reis Luzhnica,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Kunst- und Sportschule, Thematisierung allfälliger Abhängigkeiten und Drucksituationen in den Vereinen sowie Sicherstellung entsprechender Anlaufstellen",Postulat,9c3982d38a574822a719eaad57048f50,2023-07-12T00:00:00.000,Lisa Diggelmann,SP,Anjushka Früh,SP,InBearbeitung,,
"Aufnahme in die Kunst- und Sportschule, Verhinderung einer unverhältnismässigen Vertragsbindung an einen Club für eine Empfehlung sowie Ermöglichung eines Aufnahmeverfahrens «sur dossier»",Postulat,8897126f648248dca38f736da6ab3bbc,2023-07-12T00:00:00.000,Lisa Diggelmann,SP,Anjushka Früh,SP,InBearbeitung,,
Pilotprojekt zur zahnmedizinischen Versorgung von Menschen mit geringem Einkommen,Motion,b51180c028384358848c975ba9ec8793,2023-07-12T00:00:00.000,Anna Graff,SP,Moritz Bögli,AL,InBearbeitung,,
"Eigentümerstrategie Flughafen Zürich AG, rasche und markante Reduktion der durch den Flugverkehr und Betrieb entstehenden CO2-Emissionen",Postulat,f8e3be0ce6f74d05ab09bd5ad189f2d6,2023-07-12T00:00:00.000,Tiba Ponnuthurai,SP,Sven Sobernheim,GLP,InBearbeitung,,
"Observationen von Sozialhilfebeziehenden, Anzahl beantragter Observationen, Gründe für die Anträge, eingesetzte Stellenprozente und Hilfsmittel, Einsätze in anderen Gemeinden und aktuelle Fallbelastungen für die Sozialarbeitenden sowie Anzahl bearbeiteter Fälle durch die Abteilung «Spezialabklärungen»",Schriftliche Anfrage,d7993055332e406986fab4ae515a4b84,2023-08-30T00:00:00.000,Luca Maggi,Grüne,Anjushka Früh,SP,Abgeschlossen,,
"Nutzung der Kasernenwiese, Öffnung für kommerzielle Veranstaltungen, Arealentwicklung mit dem Kanton und Hintergründe zum Planungsprozess sowie Berücksichtigung der sich verändernden Bedürfnisse und Realitäten",Schriftliche Anfrage,986d08fad0e44f7891ddfd0b4d429ae1,2023-09-06T00:00:00.000,Marco Denoth,SP,Beat Oberholzer,GLP,Abgeschlossen,,
Entwicklung einer Strategie zum Umgang mit KI-Systemen (Künstliche Intelligenz) an den Schulen,Postulat,f884e42a1f734e8ebb341677925f88db,2023-09-13T00:00:00.000,Rahel Habegger,SP,Florian Blättler,SP,InBearbeitung,,
"Attraktivität und Lebendigkeit der Zürcher Innenstadt, Einschätzung der Entwicklung in den letzten Jahren generell und der kundenorientierten Einkaufsgeschäfte im Perimeter Bahnhofstrasse, Beurteilung der Mietzins-Situation, der Leerstände und einer möglichen Flexibilisierung der Öffnungszeiten sowie Massnahmen für eine Attraktivitätssteigerung der Innenstadt",Interpellation,2f526026287745dc91932a1d934e0daf,2023-09-13T00:00:00.000,Pascal Lamprecht,SP,Përparim Avdili,FDP,InBearbeitung,,
Gleichbehandlung der Mädchen und Knaben betreffend Impfangebot der Schulärztlichen Dienste gegen das Humane Papillomavirus (HPV),Postulat,0368e42067924f0995858465e24c1233,2023-09-27T00:00:00.000,Rahel Habegger,SP,Angelica Eichenberger,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Eröffnung der Primarschulen Guggach und Brunnenhof, Verbesserung der Verkehrs- und Schulwegsicherheit des Verkehrsknotens Hofwiesenstrasse/Wehntalerstrasse",Postulat,990748cc791241c1b80721b4717d2d50,2023-09-27T00:00:00.000,Matthias Renggli,SP,Severin Meier,SP,InBearbeitung,,
"Ansätze für die Auslagen betreffend die auswärtige Verpflegung bei der Festlegung des betreibungsrechtlichen Existenzminimums, Berechnung der Auslagen und angewandte Kriterien in den Betreibungskreisen",Schriftliche Anfrage,8356cb3550d44ed49492addedcf8acd3,2023-09-27T00:00:00.000,Fanny de Weck,SP,Hannah Locher,SP,Abgeschlossen,,
Zusätzliche grossflächige Wandmalereien an städtischen und privaten Liegenschaften,Postulat,d1f64d45598241dba03ce3235f669480,2023-09-27T00:00:00.000,Severin Meier,SP,Guy Krayenbühl,GLP,InBearbeitung,,
Umnutzung eines Teils der Familiengärten hinsichtlich einer öffentlichen und alternativen Nutzung,Postulat,7594c90449db4bb6a7715a27c5572427,2023-10-04T00:00:00.000,Severin Meier,SP,Roland Hohmann,Grüne,InBearbeitung,,
Lockerung der Bewilligungspraxis für Gastrobetriebe für das Abspielen von Hintergrundmusik,Postulat,21355d5ae78e4f5cbe4bb875d8190ce0,2023-10-04T00:00:00.000,Severin Meier,SP,Martin Bürki,FDP,InBearbeitung,,
Finanzielle Unterstützung von Projekten des Schweizerischen Sozialarchivs bei einer Gefährdung durch Beitragskürzungen,Postulat,f8dd915dc99e4c219c47b65ac03da9bf,2023-10-04T00:00:00.000,Balz Bürgisser,Grüne,Liv Mahrer,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Arealentwicklung des «Josef-Areals», angestrebter Wohnanteil als Beitrag zum Drittelsziel, Realisierung von 600 gemeinnützigen Wohnungen mit den Planungsinstrumenten, Berücksichtigung der aktuellen und zukünftigen Hochhausrichtlinien sowie Massnahmen gegen eine allfällige Gentrifizierung des Gebiets und für ein sichtbares Quartierleben",Schriftliche Anfrage,3091bf1cba9944a3b5a2d5b691440974,2023-10-04T00:00:00.000,Marco Denoth,SP,Pascal Lamprecht,SP,InBearbeitung,Rückzug,Rückzug
Wiederaufbau des eingelagerten Berta-Rahm-Pavillons der Schweizerischen Ausstellung für Frauenarbeit (SAFFA) 1958 in Verbindung mit einer sinnvollen öffentlichen Nutzung,Postulat,eee9c69fb7f045d1bfa6ac2245a01c40,2023-10-25T00:00:00.000,Maya Kägi Götz,SP,Balz Bürgisser,Grüne,InBearbeitung,,
Realisierung eines KiöR-Projekts auf dem Lettenareal oder beim Platzspitz zur Erinnerung an die offene Drogenszene in der Stadt,Postulat,352fcf89004f4714b442ff42a3bf368c,2023-10-25T00:00:00.000,Liv Mahrer,SP,Heidi Egger,SP,InBearbeitung,,
"Spielplatz auf der Schulanlage Vogtsrain, Aufnahme in das System der Spielplätze der Stadt Zürich (Spielplatzkonzept)",Postulat,41d6f5788b174ff198e7556756d7f908,2023-10-25T00:00:00.000,David Ondraschek,Die Mitte,Mathias Egloff,SP,InBearbeitung,,
"Einschränkung der politischen Handlungsspielräume der Stadt durch den Kanton, Einschätzung der gegenwärtigen Situation im Vergleich mit anderen Kantonen und Städten, städtische Vertretung in kantonalen Gremien, Förderung des Dialogs zwischen Stadt und Kanton, mögliche Strukturreformen sowie Beurteilung einer Realisierung von zwei Halbkantonen",Schriftliche Anfrage,220568bdd05e4a3ab368a184825c88c5,2023-10-25T00:00:00.000,Pascal Lamprecht,SP,Reis Luzhnica,SP,InBearbeitung,,
Projektierungskredit für die Planung eines naturnahen Quartierparks mit grosszügigen Wasserflächen in Seebach entlang des Katzenbachs zwischen Köschenrütistrasse und Hertensteinstrasse,Postulat,f27285abae2b44fcbd0684f5db250fd4,2023-11-01T00:00:00.000,Matthias Probst,Grüne,Heidi Egger,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Übernahme der Kosten für den öffentlichen Verkehr in der Zone 110 für bezugsberechtigte Personen eines Begleitabonnements der SBB,Postulat,9efd0883dec740b3a641abd208197cbf,2023-11-08T00:00:00.000,Islam Alijaj,SP,Anna Graff,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Versorgungsengpässe bei Arzneimitteln, betroffene Arzneimittel, Auswirkungen auf das Stadtspital und die weiteren städtischen Institutionen, Massnahmen bei der Abgabe, Kostenfolgen und mögliche Einflussnahme auf die Generika-Herstellung sowie mögliche Anpassung der Rechtsgrundlagen für die Minderung der Versorgungsengpässe",Schriftliche Anfrage,5ab193cebc1a48559449633b072e7c49,2023-11-22T00:00:00.000,Matthias Renggli,SP,Patrick Hässig,GLP,InBearbeitung,,
"Verein Zurich Jazz Orchestra, Anhebung der Gagen für die Musikschaffenden",Postulat,2e01ac0f64924520a8223819e0af6680,2023-11-22T00:00:00.000,Christina Horisberger,SP,Balz Bürgisser,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Hagenholzstrasse, Einführung von Tempo 30 und weiterer Massnahmen zur Verbesserung der Schulwegsicherheit",Postulat,aa6584e0ea454f80829a8fcfdfcb454b,2023-11-29T00:00:00.000,Heidi Egger,SP,Matthias Probst,Grüne,InBearbeitung,,
"Einsatz von Doppelgelenk-Trolleybussen bei schwierigen Strassenverhältnissen, Gründe für die schlechtere Zuverlässigkeit gegenüber den Überlandbussen, möglicher Einsatz kleinerer Ersatzbusse und zusätzliche Haltestellen von Überlandbussen bei schlechten Strassenverhältnissen",Schriftliche Anfrage,f80960ad45a74f1e80e5a1cf2e3c16d7,2023-12-06T00:00:00.000,Ann-Catherine Nabholz,GLP,Ivo Bieri,SP,InBearbeitung,,
Umgestaltung des Sozialinspektorats hinsichtlich eines Verzichts auf verdeckte Observationen und Senkung der Fallzahlen der Fachkräfte der Sozialen Arbeit,Postulat,16285bcb96c84790bb7723bd44c7c98c,2023-12-06T00:00:00.000,Luca Maggi,Grüne,Anjushka Früh,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Verstärkte Berücksichtigung von Mehrfachnutzungen bei künftigen städtischen Infrastrukturbauten,Postulat,657741aac79440cda18dc77082591f78,2023-12-06T00:00:00.000,Pascal Lamprecht,SP,Tanja Maag Sturzenegger,AL,InBearbeitung,,
"Städtische Einrichtungen mit tiefem Auslastungsgrad, Nutzung für andere Zwecke wie Wohnen oder Gewerbe",Postulat,534dfff5acf340818e6f2c352d0b0642,2023-12-06T00:00:00.000,Tanja Maag Sturzenegger,AL,Pascal Lamprecht,SP,InBearbeitung,,
